Name,PPG,PeaksLoc,OnsetLoc,Fs
synthetic_ppg_125Hz_1m_90_10_0_0,0.464199903892361,83,62,125
,0.45218644882268,189,167,
,0.440172993753004,293,272,
,0.428159538683323,397,376,
,0.417107160019222,499,477,
,0.405574243152328,601,580,
,0.392599711677077,708,686,
,0.378183565593464,812,791,
,0.362325804901489,916,895,
,0.345506967803938,1018,996,
,0.328207592503606,1120,1099,
,0.309947140797693,1227,1205,
,0.292167227294568,1331,1310,
,0.274387313791448,1435,1414,
,0.25708793849111,1537,1515,
,0.240269101393559,1637,1618,
,0.226814031715521,1723,1703,
,0.215761653051415,1815,1797,
,0.203267659778952,1872,1857,
,0.191254204709276,1930,1912,
,0.179721287842382,2030,2011,
,0.169149447381068,2112,2094,
,0.15857760691975,2199,2176,
,0.148005766458431,2303,2281,
,0.137433925997117,2407,2386,
,0.127823161941374,2511,2490,
,0.118692936088417,2613,2591,
,0.109562710235461,2715,2694,
,0.100913022585297,2822,2800,
,0.0941854877462779,2926,2905,
,0.0888995675156162,3030,3009,
,0.0816914944738096,3132,3110,
,0.074483421432003,3234,3213,
,0.0682364247957713,3341,3319,
,0.0629505045651144,3445,3424,
,0.0586256607400276,3549,3528,
,0.0547813551177331,3651,3629,
,0.051417587698221,3753,3732,
,0.0480538202787139,3860,3838,
,0.0442095146564144,3964,3943,
,0.0408457472369073,4068,4047,
,0.0389235944257575,4170,4148,
,0.0379625180201826,4272,4251,
,0.0365209034118204,4379,4357,
,0.0350792888034581,4483,4462,
,0.0341182123978833,4587,4566,
,0.0326765977895258,4689,4667,
,0.0317155213839509,4791,4770,
,0.0302739067755887,4898,4876,
,0.0283517539644389,5002,4981,
,0.0269101393560767,5106,5085,
,0.0254685247477192,5208,5186,
,0.0240269101393569,5310,5289,
,0.0230658337337821,5417,5395,
,0.0235463719365696,5521,5500,
,0.0249879865449318,5625,5604,
,0.0259490629505067,5727,5705,
,0.0254685247477192,5829,5808,
,0.0235463719365696,5936,5914,
,0.0211436809226323,6040,6019,
,0.0192215281114826,6144,6123,
,0.0182604517059127,6246,6224,
,0.0201826045170574,6348,6327,
,0.0288322921672264,6455,6433,
,0.0475732820759265,6559,6538,
,0.0807304180682347,6663,6642,
,0.121095627102355,6765,6743,
,0.171552138395001,6867,6846,
,0.240749639596347,6974,6952,
,0.323402210475731,7078,7057,
,0.413262854396922,7182,7161,
,0.504084574723688,7284,7262,
,0.590581451225372,7384,7365,
,0.668428640076887,7470,7450,
,0.735223450264296,,,
,0.790004805382029,,,
,0.832292167227294,,,
,0.864488226814032,,,
,0.888034598750602,,,
,0.901970206631427,,,
,0.909658817876021,,,
,0.914944738106678,,,
,0.916866890917828,,,
,0.914944738106678,,,
,0.908697741470447,,,
,0.898125901009128,,,
,0.883229216722727,,,
,0.864007688611245,,,
,0.840461316674675,,,
,0.813551177318594,,,
,0.783757808745793,,,
,0.754444978375779,,,
,0.725612686208552,,,
,0.694377703027389,,,
,0.663623258049013,,,
,0.634310427678999,,,
,0.606919750120135,,,
,0.582412301777991,,,
,0.561268620855358,,,
,0.543488707352233,,,
,0.528592023065833,,,
,0.515617491590582,,,
,0.504565112926476,,,
,0.494473810667949,,,
,0.485343584814993,,,
,0.476693897164824,,,
,0.467563671311868,,,
,0.457952907256124,,,
,0.446900528592023,,,
,0.434887073522342,,,
,0.422393080249879,,,
,0.40893801057184,,,
,0.395002402691015,,,
,0.381066794810189,,,
,0.367131186929358,,,
,0.353195579048533,,,
,0.339740509370494,,,
,0.327727054300818,,,
,0.314271984622775,,,
,0.300336376741949,,,
,0.286400768861124,,,
,0.272465160980298,,,
,0.258529553099472,,,
,0.245074483421434,,,
,0.232099951946178,,,
,0.220086496876502,,,
,0.209034118212396,,,
,0.197981739548295,,,
,0.187409899086976,,,
,0.179240749639595,,,
,0.172513214800576,,,
,0.165305141758769,,,
,0.158097068716962,,,
,0.151369533877943,,,
,0.144641999038924,,,
,0.137914464199905,,,
,0.131186929360886,,,
,0.125420470927437,,,
,0.119654012493992,,,
,0.114368092263335,,,
,0.109562710235461,,,
,0.107160019221529,,,
,0.105237866410379,,,
,0.102835175396442,,,
,0.10043248438251,,,
,0.0985103315713599,,,
,0.0965881787602103,,,
,0.0946660259490605,,,
,0.0927438731379157,,,
,0.0913022585295533,,,
,0.0898606439211911,,,
,0.0884190293128288,,,
,0.0879384911100413,,,
,0.0869774147044664,,,
,0.0874579529072539,,,
,0.0884190293128288,,,
,0.0884190293128288,,,
,0.0879384911100413,,,
,0.0874579529072539,,,
,0.0869774147044664,,,
,0.086496876501684,,,
,0.0869774147044664,,,
,0.086496876501684,,,
,0.0855358000961091,,,
,0.0840941854877468,,,
,0.0821720326765971,,,
,0.0812109562710222,,,
,0.0816914944738096,,,
,0.0845747236905342,,,
,0.0946660259490605,,,
,0.115809706871698,,,
,0.152330610283518,,,
,0.206150888995676,,,
,0.276309466602592,,,
,0.359923113887552,,,
,0.45218644882268,,,
,0.546371936568958,,,
,0.636713118692936,,,
,0.718885151369533,,,
,0.78135511773186,,,
,0.829889476213357,,,
,0.875060067275346,,,
,0.913503123498316,,,
,0.944257568476692,,,
,0.967323402210474,,,
,0.983661701105237,,,
,0.994233541566555,,,
,0.999519461797213,,,
,1,,,
,0.995675156174913,,,
,0.987025468524744,,,
,0.974050937049493,,,
,0.956751561749155,,,
,0.936088419029311,,,
,0.911100432484384,,,
,0.881787602114365,,,
,0.849111004324844,,,
,0.813551177318594,,,
,0.776549735703986,,,
,0.739067755886591,,,
,0.70254685247477,,,
,0.667467563671312,,,
,0.635752042287362,,,
,0.60788082652571,,,
,0.584814992791928,,,
,0.56559346468044,,,
