Name,PPG,PeaksLoc,OnsetLoc,Fs
synthetic_ppg_125Hz_5m_50_20_20_10,0.434743875278398,9,72,125
,0.496213808463252,92,166,
,0.551447661469933,184,226,
,0.598663697104676,241,281,
,0.636971046770602,299,380,
,0.666369710467708,399,463,
,0.686414253897551,481,541,
,0.697550111358574,563,607,
,0.700222717149222,623,666,
,0.695768374164809,686,727,
,0.685077951002228,745,787,
,0.669933184855234,805,849,
,0.64988864142539,866,909,
,0.624498886414256,927,970,
,0.594209354120268,987,1031,
,0.560801781737195,1050,1090,
,0.526057906458799,1109,1154,
,0.49042316258352,1172,1256,
,0.454788418708242,1278,1361,
,0.419153674832963,1382,1465,
,0.383964365256125,1486,1566,
,0.354120267260578,1588,1669,
,0.328285077951003,1690,1775,
,0.302449888641428,1797,1880,
,0.278396436525613,1901,1984,
,0.257906458797328,2005,2085,
,0.240534521158128,2107,2188,
,0.225389755011138,2209,2294,
,0.212472160356346,2316,2399,
,0.201336302895323,2420,2503,
,0.192427616926502,2524,2604,
,0.186191536748329,2626,2707,
,0.180846325167038,2728,2813,
,0.175946547884189,2835,2918,
,0.171492204899776,2939,3022,
,0.167928730512251,3043,3123,
,0.163474387527838,3145,3226,
,0.158574610244989,3247,3332,
,0.152783964365257,3354,3437,
,0.146102449888642,3458,3541,
,0.138975501113586,3562,3642,
,0.131848552338531,3664,3745,
,0.125612472160357,3766,3851,
,0.118485523385302,3873,3956,
,0.110467706013363,3977,4060,
,0.102895322939866,4081,4161,
,0.0971046770601344,4183,4259,
,0.0926503340757217,4290,4368,
,0.0877505567928723,4400,4477,
,0.0824053452115816,4508,4583,
,0.0766146993318496,4613,4675,
,0.071269487750559,4724,4764,
,0.0668151447661463,4780,4823,
,0.0623608017817381,4843,4884,
,0.0574610244988887,4902,4944,
,0.0525612472160347,4962,5006,
,0.0472160356347441,5023,5066,
,0.0423162583518947,5084,5127,
,0.037861915367482,5144,5188,
,0.0351893095768389,5207,5247,
,0.0334075723830738,5266,5311,
,0.0307349665924262,5329,5413,
,0.0271714922049006,5435,5518,
,0.0236080178173704,5539,5622,
,0.0200445434298448,5643,5723,
,0.0169265033407559,5745,5826,
,0.0142538975501129,5845,5911,
,0.0120267260579066,5931,6005,
,0.00979955456570014,6023,6065,
,0.00801781737193966,6080,6120,
,0.00579064587973334,6138,6219,
,0.00534521158129206,6238,6302,
,0.00668151447661581,6320,6384,
,0.00935412026725896,6403,6468,
,0.0169265033407559,6488,6562,
,0.0334075723830738,6580,6622,
,0.0619153674832968,6637,6677,
,0.103786191536749,6695,6776,
,0.15902004454343,6795,6859,
,0.225835189309575,6877,6937,
,0.301559020044545,6967,7045,
,0.380846325167036,7077,7154,
,0.460579064587973,7185,7260,
,0.536302895322939,7290,7352,
,0.596881959910915,7402,7481,
,0.645434298440982,7503,7586,
,0.691314031180401,7607,7690,
,0.729621380846327,7711,7791,
,0.758574610244992,7813,7894,
,0.778619153674835,7915,8000,
,0.789755011135857,8022,8105,
,0.792427616926505,8126,8209,
,0.787973273942093,8230,8310,
,0.77683741648107,8332,8413,
,0.759465478841869,8433,8479,
,0.736302895322942,8495,8538,
,0.711358574610244,8558,8599,
,0.684187082405345,8617,8659,
,0.652561247216038,8677,8721,
,0.616926503340759,8738,8781,
,0.579510022271715,8799,8842,
,0.54164810690423,8859,8903,
,0.50423162583519,8922,8962,
,0.469487750556794,8978,9044,
,0.436525612472159,9064,9138,
,0.406236080178175,9156,9198,
,0.379510022271717,9213,9253,
,0.355902004454343,9271,9352,
,0.334966592427617,9371,9435,
,0.318930957683741,9453,9517,
,0.306904231625836,9536,9601,
,0.295768374164813,9621,9695,
,0.286414253897551,9713,9755,
,0.277951002227171,9770,9810,
,0.270824053452116,9828,9909,
,0.265478841870825,9928,9992,
,0.260579064587976,10010,10074,
,0.256124721603563,10093,10158,
,0.251670378619155,10178,10252,
,0.247661469933183,10270,10312,
,0.243652561247216,10327,10367,
,0.240089086859686,10385,10466,
,0.236080178173719,10485,10549,
,0.230734966592429,10567,10631,
,0.224498886414256,10650,10715,
,0.2173719376392,10735,10809,
,0.210244988864144,10827,10869,
,0.204008908685971,10884,10924,
,0.196881959910915,10942,11023,
,0.189309576837418,11042,11106,
,0.181737193763921,11124,11188,
,0.173719376391983,11211,11293,
,0.166146993318486,11315,11398,
,0.158574610244989,11419,11502,
,0.152338530066815,11523,11603,
,0.146993318485525,11625,11706,
,0.142093541202671,11726,11772,
,0.137193763919821,11788,11831,
,0.132293986636972,11851,11892,
,0.128730512249442,11910,11952,
,0.126057906458799,11970,12014,
,0.12293986636971,12031,12074,
