Name,PPG,PeaksLoc,OnsetLoc,Fs
synthetic_ppg_125Hz_10m_70_10_10_10,0.464199903892361,83,62,125
,0.45218644882268,189,167,
,0.440172993753004,293,272,
,0.428159538683323,397,376,
,0.417107160019222,499,477,
,0.405574243152328,601,580,
,0.392599711677077,708,686,
,0.378183565593464,812,791,
,0.362325804901489,916,895,
,0.345506967803938,1018,996,
,0.328207592503606,1120,1099,
,0.309947140797693,1227,1205,
,0.292167227294568,1331,1310,
,0.274387313791448,1435,1414,
,0.25708793849111,1537,1515,
,0.240269101393559,1639,1618,
,0.226814031715521,1746,1724,
,0.215761653051415,1850,1829,
,0.203267659778952,1954,1933,
,0.191254204709276,2056,2034,
,0.179721287842382,2158,2137,
,0.169149447381068,2265,2243,
,0.15857760691975,2369,2348,
,0.148005766458431,2473,2452,
,0.137433925997117,2575,2553,
,0.127823161941374,2677,2656,
,0.118692936088417,2784,2762,
,0.109562710235461,2888,2867,
,0.100913022585297,2992,2971,
,0.0941854877462779,3094,3072,
,0.0888995675156162,3196,3175,
,0.0816914944738096,3303,3281,
,0.074483421432003,3407,3386,
,0.0682364247957713,3511,3490,
,0.0629505045651144,3613,3591,
,0.0586256607400276,3715,3694,
,0.0547813551177331,3822,3800,
,0.051417587698221,3926,3905,
,0.0480538202787139,4030,4009,
,0.0442095146564144,4132,4110,
,0.0408457472369073,4234,4213,
,0.0389235944257575,4341,4319,
,0.0379625180201826,4445,4424,
,0.0365209034118204,4549,4528,
,0.0350792888034581,4651,4629,
,0.0341182123978833,4753,4732,
,0.0326765977895258,4860,4838,
,0.0317155213839509,4964,4943,
,0.0302739067755887,5068,5047,
,0.0283517539644389,5170,5148,
,0.0269101393560767,5272,5251,
,0.0254685247477192,5379,5357,
,0.0240269101393569,5483,5462,
,0.0230658337337821,5587,5566,
,0.0235463719365696,5689,5667,
,0.0249879865449318,5791,5770,
,0.0259490629505067,5898,5876,
,0.0254685247477192,6002,5981,
,0.0235463719365696,6106,6085,
,0.0211436809226323,6208,6186,
,0.0192215281114826,6310,6289,
,0.0182604517059127,6417,6395,
,0.0201826045170574,6521,6500,
,0.0288322921672264,6625,6604,
,0.0475732820759265,6727,6705,
,0.0807304180682347,6834,6803,
,0.121095627102355,6944,6912,
,0.171552138395001,7052,7021,
,0.240749639596347,7157,7127,
,0.323402210475731,7269,7219,
,0.413262854396922,7370,7348,
,0.504084574723688,7474,7453,
,0.590581451225372,7578,7557,
,0.668428640076887,7680,7658,
